"order_id","order_date","region","state","sales","sales_category"
"CA-2017-152156","08/11/2017","South","Kentucky","261.9599914550781","Medium"
"CA-2017-152156","08/11/2017","South","Kentucky","731.9400024414062","Medium"
"CA-2017-138688","12/06/2017","West","California","14.619999885559082","Low"
"US-2016-108966","11/10/2016","South","Florida","957.5775146484375","Medium"
"US-2016-108966","11/10/2016","South","Florida","22.368000030517578","Low"
"CA-2015-115812","09/06/2015","West","California","48.86000061035156","Low"
"CA-2015-115812","09/06/2015","West","California","7.28000020980835","Low"
"CA-2015-115812","09/06/2015","West","California","907.1519775390625","Medium"
"CA-2015-115812","09/06/2015","West","California","18.503999710083008","Low"
"CA-2015-115812","09/06/2015","West","California","114.9000015258789","Medium"
"CA-2015-115812","09/06/2015","West","California","1706.1839599609375","High"
"CA-2015-115812","09/06/2015","West","California","911.4240112304688","Medium"
"CA-2018-114412","15/04/2018","South","North Carolina","15.552000045776367","Low"
"CA-2017-161389","05/12/2017","West","Washington","407.97601318359375","Medium"
"US-2016-118983","22/11/2016","Central","Texas","68.80999755859375","Low"
"US-2016-118983","22/11/2016","Central","Texas","2.5439999103546143","Low"
"CA-2015-105893","11/11/2015","Central","Wisconsin","665.8800048828125","Medium"
"CA-2015-167164","13/05/2015","West","Utah","55.5","Low"
"CA-2015-143336","27/08/2015","West","California","8.5600004196167","Low"
"CA-2015-143336","27/08/2015","West","California","213.47999572753906","Medium"
"CA-2015-143336","27/08/2015","West","California","22.719999313354492","Low"
"CA-2017-137330","09/12/2017","Central","Nebraska","19.459999084472656","Low"
"CA-2017-137330","09/12/2017","Central","Nebraska","60.34000015258789","Low"
"US-2018-156909","16/07/2018","East","Pennsylvania","71.37200164794922","Low"
"CA-2016-106320","25/09/2016","West","Utah","1044.6300048828125","High"
"CA-2017-121755","16/01/2017","West","California","11.64799976348877","Low"
"CA-2017-121755","16/01/2017","West","California","90.56999969482422","Low"
"US-2016-150630","17/09/2016","East","Pennsylvania","3083.429931640625","High"
"US-2016-150630","17/09/2016","East","Pennsylvania","9.618000030517578","Low"
"US-2016-150630","17/09/2016","East","Pennsylvania","124.19999694824219","Medium"
"US-2016-150630","17/09/2016","East","Pennsylvania","3.2639999389648438","Low"
"US-2016-150630","17/09/2016","East","Pennsylvania","86.30400085449219","Low"
"US-2016-150630","17/09/2016","East","Pennsylvania","6.857999801635742","Low"
"US-2016-150630","17/09/2016","East","Pennsylvania","15.760000228881836","Low"
"CA-2018-107727","19/10/2018","Central","Texas","29.472000122070312","Low"
"CA-2017-117590","08/12/2017","Central","Texas","1097.5439453125","High"
"CA-2017-117590","08/12/2017","Central","Texas","190.9199981689453","Medium"
"CA-2016-117415","27/12/2016","Central","Texas","113.3280029296875","Medium"
"CA-2016-117415","27/12/2016","Central","Texas","532.399169921875","Medium"
"CA-2016-117415","27/12/2016","Central","Texas","212.05799865722656","Medium"
"CA-2016-117415","27/12/2016","Central","Texas","371.1679992675781","Medium"
"CA-2018-120999","10/09/2018","Central","Illinois","147.16799926757812","Medium"
"CA-2017-101343","17/07/2017","West","California","77.87999725341797","Low"
"CA-2018-139619","19/09/2018","South","Florida","95.61599731445312","Low"
"CA-2017-118255","11/03/2017","Central","Minnesota","45.97999954223633","Low"
"CA-2017-118255","11/03/2017","Central","Minnesota","17.459999084472656","Low"
"CA-2015-146703","20/10/2015","Central","Michigan","211.9600067138672","Medium"
"CA-2017-169194","20/06/2017","East","Delaware","45.0","Low"
"CA-2017-169194","20/06/2017","East","Delaware","21.799999237060547","Low"
"CA-2016-115742","18/04/2016","Central","Indiana","38.220001220703125","Low"
"CA-2016-115742","18/04/2016","Central","Indiana","75.18000030517578","Low"
"CA-2016-115742","18/04/2016","Central","Indiana","6.159999847412109","Low"
"CA-2016-115742","18/04/2016","Central","Indiana","89.98999786376953","Low"
"CA-2017-105816","11/12/2017","East","New York","15.260000228881836","Low"
"CA-2017-105816","11/12/2017","East","New York","1029.949951171875","High"
"CA-2017-111682","17/06/2017","East","New York","208.55999755859375","Medium"
"CA-2017-111682","17/06/2017","East","New York","32.400001525878906","Low"
"CA-2017-111682","17/06/2017","East","New York","319.4100036621094","Medium"
"CA-2017-111682","17/06/2017","East","New York","14.5600004196167","Low"
"CA-2017-111682","17/06/2017","East","New York","30.0","Low"
"CA-2017-111682","17/06/2017","East","New York","48.47999954223633","Low"
"CA-2017-111682","17/06/2017","East","New York","1.6799999475479126","Low"
"CA-2016-135545","24/11/2016","West","California","13.979999542236328","Low"
"CA-2016-135545","24/11/2016","West","California","25.823999404907227","Low"
"CA-2016-135545","24/11/2016","West","California","146.72999572753906","Medium"
"CA-2016-135545","24/11/2016","West","California","79.76000213623047","Low"
"US-2016-164175","30/04/2016","Central","Illinois","213.11500549316406","Medium"
"CA-2015-106376","05/12/2015","West","Arizona","1113.0240478515625","High"
"CA-2015-106376","05/12/2015","West","Arizona","167.96800231933594","Medium"
"CA-2017-119823","04/06/2017","South","Virginia","75.87999725341797","Low"
"CA-2017-106075","18/09/2017","East","New York","4.616000175476074","Low"
"CA-2018-114440","14/09/2018","Central","Michigan","19.049999237060547","Low"
